Pays,Region,Province,Ville,Nom,Type_fichier,Categorie,Contact_public,Telephone,Site,Source_URL,Styles_Nyllo,Segment_booking,Priorite,Statut,Action_recommandee,Notes,Fichier_source
Belgique,Flandre,Flandre occidentale,Bruges,Cultuurcentrum Brugge,commune / programmation culture,Programmation culturelle / salle,cultuurcentrum@brugge.be,050 44 30 40,http://www.cultuurcentrumbrugge.be/,https://www.brugge.be/activiteiten/openingsavond-tentoonstelling-inventing-obsessions,a qualifier,a qualifier,A,à contacter,Contacter en premier avec message personnalise Nyllo.,Centre culturel municipal,Services programmation villes Belgique - Nyllo Canella.csv
Belgique,Flandre,a verifier,Ostende,Stad Oostende - dienst Cultuur,commune / programmation culture,Service culture / salles,cultuur@oostende.be,059 25 88 20,https://www.oostende.be/cultuur,https://www.oostende.be/forumzaal-bib,a qualifier,a qualifier,A,à contacter,Contacter en premier avec message personnalise Nyllo.,Service Culture officiel,Services programmation villes Belgique - Nyllo Canella.csv
Belgique,Flandre,a verifier,Ostende,Cultuurcentrum De Grote Post,commune / programmation culture,Centre culturel / programmation,benieuwd@degrotepost.be,059 56 85 00,https://www.degrotepost.be/,https://www.oostende.be/cultuurcentrum-de-grote-post,a qualifier,a qualifier,A,à contacter,Contacter en premier avec message personnalise Nyllo.,Grand centre culturel d’Ostende,Services programmation villes Belgique - Nyllo Canella.csv
Belgique,Wallonie,Hainaut,Tournai,Ville de Tournai - Service culture et musées,commune / programmation culture,Culture / événements majeurs,culture@tournai.be,+32 69 59 08 20,https://www.tournai.be/services-communaux/culture-et-musees,https://www.tournai.be/services-communaux/culture-et-musees,a qualifier,a qualifier,A,à contacter,Contacter en premier avec message personnalise Nyllo.,Événements culturels majeurs,Services programmation villes Belgique - Nyllo Canella.csv
Belgique,Wallonie,a verifier,Wavre,Ville de Wavre - Culture et Événements,commune / programmation culture,Service culture / événements,culture-evenements@wavre.be,010 232 627,https://www.wavre.be/culture-et-evenements,https://www.wavre.be/culture-et-evenements,a qualifier,a qualifier,A,à contacter,Contacter en premier avec message personnalise Nyllo.,Service dédié culture et événements,Services programmation villes Belgique - Nyllo Canella.csv
Belgique,Wallonie,a verifier,Wavre,Ville de Wavre - cadastre culturel,commune / programmation culture,Réseau acteurs culturels,culture@wavre.be,010 23 03 11,https://www.wavre.be/cadastre-culturel,https://www.wavre.be/cadastre-culturel,a qualifier,a qualifier,B,à contacter,Completer/contact selon calendrier.,Référencement artistes et structures culturelles,Services programmation villes Belgique - Nyllo Canella.csv
Belgique,Wallonie,a verifier,La Louvière,Ville de La Louvière - Animation de la Cité,commune / programmation culture,Événements publics / grands événements,accueil@lalouviere.be,+32 64 27 78 11,https://www.lalouviere.be/ma-ville/service-communaux/animation-de-la-cite-et-protocole,https://www.lalouviere.be/ma-ville/service-communaux/animation-de-la-cite-et-protocole,a qualifier,a qualifier,A,à contacter,Contacter en premier avec message personnalise Nyllo.,"Email direct non trouvé dans la source consultée | Email général communal UVCW ; service Animation de la Cité joignable au +32 64 27 78 11, utiliser pour transfert programmation/événement.",Services programmation villes Belgique - Nyllo Canella.csv
Belgique,Flandre,Limbourg belge,Hasselt,Festivals.be,festival,,borstvoeding@ucll.be,,https://www.pukkelpop.be/,https://www.festivals.be/organisateur/pkp-festival/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Limbourg belge,Hasselt,Festivals.be,festival,,hello@pukkelpop.be,,https://www.pukkelpop.be/,https://www.festivals.be/organisateur/pkp-festival/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Limbourg belge,Hasselt,Festivals.be,festival,,privacy@pukkelpop.be,,https://www.pukkelpop.be/,https://www.festivals.be/organisateur/pkp-festival/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Limbourg belge,Hasselt,Festivals.be,festival,,pukkelpop@inter.vlaanderen,,https://www.pukkelpop.be/,https://www.festivals.be/organisateur/pkp-festival/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Limbourg belge,Hasselt,Festivals.be,festival,,pukkelpop@mobilelocker.eu,,https://www.pukkelpop.be/,https://www.festivals.be/organisateur/pkp-festival/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Limbourg belge,Hasselt,Festivals.be,festival,,servicedesk@pptickets.be,,https://www.pukkelpop.be/,https://www.festivals.be/organisateur/pkp-festival/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Festivals.be,festival,,info@flb.be,,https://flb.be/,https://www.festivals.be/organisateur/foire-du-libre-de-bruxelles/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,alejandrodiazfraga@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,amandinezurbuchen@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,arielleharcq@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,benedicteruelle@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,billetterie@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,ceciledelvigne@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,charlottedemesmaeker@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,dorotheegorges@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,elisabethmercatoris@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,elisabruart@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,fredericjomouton@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,info.centreculturel@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,info.theatre@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,jamilahadiy@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,jeanfrancoisflamey@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,justinedufrasne@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,lauradumont@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,lucdumont@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,marceauwalraevens@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,mariedefreyne@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,mathieuquertinmont@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,mathildastock@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,melaniedelva@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,melanielinkens@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,mireillefabry@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,myriamtrolle@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,nicolasmormaque@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,olivierstoffels@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,pascalepalmers@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,sarahweck@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,sebastienlenouvel@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,silviaportillo@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,stevielardoux@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,sylviegerard@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,thomascailliau@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,thomasdobruszkes@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Namur,Namur,Festivals.be,festival,,vincenthennebicq@prisme-namur.be,,https://www.tccnamur.be,https://www.festivals.be/organisateur/theatre-de-namur/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Botanique,festival,,accueil@botanique.be,,https://botanique.be/,https://www.festivals.be/organisateur/botanique/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Botanique,festival,,botacarte@botanique.be,,https://botanique.be/,https://www.festivals.be/organisateur/botanique/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Botanique,festival,,info@botanique.be,,https://botanique.be/,https://www.festivals.be/organisateur/botanique/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Botanique,festival,,tickets@botanique.be,,https://botanique.be/,https://www.festivals.be/organisateur/botanique/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,a verifier,Wallonie,Ancrage,festival,,ancrage@alises.eu,,https://www.ancrage.be/,https://www.festivals.be/organisateur/ancrage/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,a verifier,Wallonie,Ancrage,festival,,info@ancrage.be,,https://www.ancrage.be/,https://www.festivals.be/organisateur/ancrage/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Hainaut,Dour,Festivals.be,festival,,cashless@dourfestival.eu,,https://www.dourfestival.eu,https://www.festivals.be/organisateur/dour-music-festival-s-a/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Hainaut,Dour,Festivals.be,festival,,hello@dourfestival.eu,,https://www.dourfestival.eu,https://www.festivals.be/organisateur/dour-music-festival-s-a/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Hainaut,Dour,Festivals.be,festival,,objetstrouves@communedour.be,,https://www.dourfestival.eu,https://www.festivals.be/organisateur/dour-music-festival-s-a/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Hainaut,Charleroi,Festivals.be,festival,,contact@charleroi-danse.be,,https://charleroi-danse.be/,https://www.festivals.be/organisateur/charleroi-danse/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Hainaut,Charleroi,Festivals.be,festival,,martin.dewez@charleroi-danse.be,,https://charleroi-danse.be/,https://www.festivals.be/organisateur/charleroi-danse/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Hainaut,Charleroi,Festivals.be,festival,,stephanie@charleroi-danse.be,,https://charleroi-danse.be/,https://www.festivals.be/organisateur/charleroi-danse/,a qualifier,a qualifier,C,email trouve,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Salon Grrrabuge / Grrrabuge,festival,,contact via site / Instagram @grrrabuge,,https://www.salongrrrabuge.be/,https://www.salongrrrabuge.be/,a qualifier | house-music,a qualifier,B,contact via site,Completer/contact selon calendrier.,Natural wine festival a LaVallee Bruxelles avec concerts et DJ sets; pas de mail direct confirme.,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Liege,Vottem / Liege,Cinelabel / FIFCL,festival,,info@fifcl.be,,https://www.fifcl.be/,https://www.fifcl.be/conditions-generales-de-vente/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,"Cinelabel ASBL; contact public FIFCL. Film/humour, faible priorite Nyllo.",Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Anvers,Dessel,Graspop Metal Meeting,festival,,info@gmm.be,,https://www.graspop.be/en/contact,https://www.graspop.be/en/contact,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Brabant flamand,Werchter,Rock Werchter,festival,,info@rockwerchter.be,,https://www.rockwerchter.be/en/contact,https://www.rockwerchter.be/en/disclaimer,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Wallonie,Liege,Liege,FIRL,festival,,contact via Festivals.be,,https://www.festivals.be/contact/,https://www.festivals.be/organisateur/firl/,a qualifier,a qualifier,C,a verifier,Completer/contact selon calendrier.,Organisateur FIRL non identifie avec certitude; passer par Festivals.be ou recherche manuelle ultérieure.,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Genres d'a Cote / Pink Screens,festival,,info@gdac.org / gdac_logistique@gdac.org,+32 474 37 50 53,https://gdac.org/,https://www.visit.brussels/en/visitors/venue-details.Genres-d-a-cote-Pink-Screens.242526,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Festival/association queer cinema; contact public Visit Brussels/Facebook. Faible priorite musicale.,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Ville de Bruxelles - festivals,festival,,contact via site Ville de Bruxelles,,https://www.bruxelles.be/,https://www.festivals.be/organisateur/ville-de-bruxelles/,a qualifier,a qualifier,C,contact via site,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Flandre orientale,Gent,Film Fest Gent,festival,"Muziek, Dans, Film",info@filmfestival.be,,https://www.filmfestival.be/,https://www.filmfestival.be/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,,Festivals Belgique.xlsx/Belgique festivals.be
Belgique,Flandre,Anvers,Meerhout,Groezrock,festival,,contact via site,,https://www.groezrock.be/,https://www.groezrock.be/,a qualifier,a qualifier,C,a verifier,Completer/contact selon calendrier.,Email non visible automatiquement | Enrichissement fin: pas de mail public confirme; hors cible Nyllo principal.,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Pays-Bas - hors Belgique,Drenthe,Emmen,Hello Festival / ex-Retropop,festival,,contact via site,,https://hellofestival.nl/,https://hellofestival.nl/,a qualifier,a qualifier,C,hors fichier Belgique,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Près de Bruxelles,Paradise City Festival,festival,,info@paradisecity.be,,https://www.paradisecity.be/en/,https://www.paradisecity.be/en/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Anvers,Dessel,Graspop Metal Meeting,festival,,info@gmm.be,+32 3 321 02 11,https://www.graspop.be/en/contact,https://www.graspop.be/en/contact,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Bruxelles-Capitale,Bruxelles-Capitale,Bruxelles,Couleur Café,festival,,festival@couleurcafe.org,+32 2 227 59 60,https://www.couleurcafe.be/en/contact,https://www.couleurcafe.be/en/contact,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Wallonie,Liege,Spa,Festival Francofolies de Spa,festival,,info@francofolies.be / yoann@francofolies.be,087/292.870,https://francofolies.be/plus-de-francos/contacts/,https://francofolies.be/plus-de-francos/contacts/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Brabant flamand,Werchter,Rock Werchter,festival,,info@rockwerchter.be,+32 15 29 59 00,https://www.rockwerchter.be/en/contact,https://www.rockwerchter.be/en/disclaimer,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Wallonie,Liege,Liège,Les Ardentes,festival,,info@lesardentes.be,+32 4 290 31 10,https://lesardentes.be/contact/,https://lesardentes.be/contact/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Flandre occidentale,Bruges,Cactus Festival,festival,,info@cactusmusic.be,+32 50 33 20 14,https://www.cactusmusic.be/,https://www.cactusfestival.be/info/faq-en/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Wallonie,Hainaut,Dour,Dour Festival,festival,,hello@dourfestival.eu,,https://www.dourfestival.eu/,https://www.dourfestival.eu/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Anvers,Boom,Tomorrowland,festival,,contact via Tomorrowland Account support form,,https://www.tomorrowland.com/,https://faq.tomorrowland.com/hc/en-us,a qualifier,a qualifier,C,contact via site,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Anvers,Boechout,Sfinks Mixed,festival,,info@sfinks.be,,https://www.sfinks.be/,https://www.sfinks.be/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Flandre orientale,Lokeren,Lokerse Feesten,festival,,info@lokersefeesten.be,,https://www.lokersefeesten.be/,https://www.lokersefeesten.be/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Anvers,Geel,Reggae Geel,festival,,info@reggaegeel.com,,https://www.reggaegeel.com/,https://www.reggaegeel.com/,world-music,world music,B,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Anvers,Hoogstraten,Antilliaanse Feesten,festival,,info@antilliaansefeesten.be,,https://www.antilliaansefeesten.be/,https://www.antilliaansefeesten.be/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Limbourg belge,Hasselt,Pukkelpop,festival,,hello@pukkelpop.be,,https://www.pukkelpop.be/en/info,https://www.pukkelpop.be/en/info,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Flandre occidentale,Courtrai,Alcatraz Hard Rock & Metal Festival,festival,,info@alcatraz.be,,https://www.alcatraz.be/,https://www.alcatraz.be/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Flandre,Anvers,Anvers,Laundry Day,festival,,contact via site / Ampere partner contact@ampere-antwerp.be,,https://www.laundryday.be/,https://dutchculture.nl/en/organisation/laundry-day,a qualifier,a qualifier,C,contact public verifie,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
Belgique,Wallonie,Liege,Verviers,FiestaCity,festival,,festivalfiestacity@gmail.com,,https://www.fiestacity.be/contact/,https://www.fiestacity.be/contact/,a qualifier,a qualifier,C,verifie email,Completer/contact selon calendrier.,Email non visible automatiquement,Festivals Belgique.xlsx/Belgique PlugTheJack
